bbox,content,interactivity,source,type,bbox_parsed
"[0.20515047013759613, 0.006714413408190012, 0.24884259700775146, 0.024619515985250473]",Bookmarks,False,box_ocr_content_ocr,text,"[0.20515047013759613, 0.006714413408190012, 0.24884259700775146, 0.024619515985250473]"
"[0.25636574625968933, 0.006714413408190012, 0.2864583432674408, 0.024619515985250473]",Window,False,box_ocr_content_ocr,text,"[0.25636574625968933, 0.006714413408190012, 0.2864583432674408, 0.024619515985250473]"
"[0.296875, 0.006714413408190012, 0.31568285822868347, 0.024619515985250473]",Help,False,box_ocr_content_ocr,text,"[0.296875, 0.006714413408190012, 0.31568285822868347, 0.024619515985250473]"
"[0.055266205221414566, 0.039391227066516876, 0.13339120149612427, 0.05774395540356636]", Dynamic Online Form,False,box_ocr_content_ocr,text,"[0.055266205221414566, 0.039391227066516876, 0.13339120149612427, 0.05774395540356636]"
"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]", localhost:3000,False,box_ocr_content_ocr,text,"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]"
"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]"
"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]"
"[0.6376085877418518, 0.1871306449174881, 0.7094612121582031, 0.21937336027622223]",Submit ,True,box_yolo_content_ocr,icon,"[0.6376085877418518, 0.1871306449174881, 0.7094612121582031, 0.21937336027622223]"
"[0.670202374458313, 0.13317663967609406, 0.7091540694236755, 0.16418884694576263]",Shuffle  ,True,box_yolo_content_ocr,icon,"[0.670202374458313, 0.13317663967609406, 0.7091540694236755, 0.16418884694576263]"
"[0.024192817509174347, 0.0, 0.08576172590255737, 0.029267987236380577]",DuckDuckGo ,True,box_yolo_content_ocr,icon,"[0.024192817509174347, 0.0, 0.08576172590255737, 0.029267987236380577]"
"[0.28762105107307434, 0.19560426473617554, 0.4984842538833618, 0.23217494785785675]", Jane Doe ,True,box_yolo_content_ocr,icon,"[0.28762105107307434, 0.19560426473617554, 0.4984842538833618, 0.23217494785785675]"
"[0.08582907915115356, 0.0, 0.10881028324365616, 0.029254674911499023]",File ,True,box_yolo_content_ocr,icon,"[0.08582907915115356, 0.0, 0.10881028324365616, 0.029254674911499023]"
"[0.109856516122818, 0.0, 0.13484616577625275, 0.02864554338157177]",Edit ,True,box_yolo_content_ocr,icon,"[0.109856516122818, 0.0, 0.13484616577625275, 0.02864554338157177]"
"[0.13580861687660217, 0.0, 0.1641053855419159, 0.028517886996269226]",View ,True,box_yolo_content_ocr,icon,"[0.13580861687660217, 0.0, 0.1641053855419159, 0.028517886996269226]"
"[0.9089411497116089, 0.0, 0.996654748916626, 0.028851091861724854]",Wed Sep 17 3:57 PM ,True,box_yolo_content_ocr,icon,"[0.9089411497116089, 0.0, 0.996654748916626, 0.028851091861724854]"
"[0.16418057680130005, 0.0, 0.20118623971939087, 0.029693784192204475]",History ,True,box_yolo_content_ocr,icon,"[0.16418057680130005, 0.0, 0.20118623971939087, 0.029693784192204475]"
"[0.8654009699821472, 0.0, 0.8852068781852722, 0.029995756223797798]",Wi-Fi signal.,True,box_yolo_content_yolo,icon,"[0.8654009699821472, 0.0, 0.8852068781852722, 0.029995756223797798]"
"[0.0028132321313023567, 0.02998794987797737, 0.04225008189678192, 0.06486055254936218]",A simple logistic shape.,True,box_yolo_content_yolo,icon,"[0.0028132321313023567, 0.02998794987797737, 0.04225008189678192, 0.06486055254936218]"
"[0.8881416320800781, 0.0, 0.9078735709190369, 0.02941819094121456]",A simple simple switch or element.,True,box_yolo_content_yolo,icon,"[0.8881416320800781, 0.0, 0.9078735709190369, 0.02941819094121456]"
"[0.002635180950164795, 0.0, 0.025208840146660805, 0.02935999631881714]",Apple icon in a dark background.,True,box_yolo_content_yolo,icon,"[0.002635180950164795, 0.0, 0.025208840146660805, 0.02935999631881714]"
"[0.7218882441520691, 0.07537517696619034, 0.7366515398025513, 0.10185740888118744]",A circle or circle with a cursor pointing to the right.,True,box_yolo_content_yolo,icon,"[0.7218882441520691, 0.07537517696619034, 0.7366515398025513, 0.10185740888118744]"
"[0.04084230959415436, 0.06984014809131622, 0.058282144367694855, 0.10441979020833969]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04084230959415436, 0.06984014809131622, 0.058282144367694855, 0.10441979020833969]"
"[0.8412156701087952, 0.0, 0.8630695343017578, 0.02980171889066696]",A power or charge symbol.,True,box_yolo_content_yolo,icon,"[0.8412156701087952, 0.0, 0.8630695343017578, 0.02980171889066696]"
"[0.006678812671452761, 0.06949253380298615, 0.023643149062991142, 0.10458090901374817]","the back arrow or ""back"" function.",True,box_yolo_content_yolo,icon,"[0.006678812671452761, 0.06949253380298615, 0.023643149062991142, 0.10458090901374817]"
"[0.023386336863040924, 0.06915563344955444, 0.041345641016960144, 0.10438283532857895]",A simple arrow or arrow.,True,box_yolo_content_yolo,icon,"[0.023386336863040924, 0.06915563344955444, 0.041345641016960144, 0.10438283532857895]"
"[0.8221479058265686, 0.0, 0.8393617272377014, 0.03032325766980648]",A rectangle shape with a slight angle.,True,box_yolo_content_yolo,icon,"[0.8221479058265686, 0.0, 0.8393617272377014, 0.03032325766980648]"
"[0.8048876523971558, 0.0, 0.8207638263702393, 0.02906513400375843]",A pause button in a darkness.,True,box_yolo_content_yolo,icon,"[0.8048876523971558, 0.0, 0.8207638263702393, 0.02906513400375843]"
"[0.19151611626148224, 0.03626709431409836, 0.20382210612297058, 0.058451324701309204]",A simple option to add or add a new item.,True,box_yolo_content_yolo,icon,"[0.19151611626148224, 0.03626709431409836, 0.20382210612297058, 0.058451324701309204]"
"[0.2634787857532501, 0.0751386433839798, 0.2779003977775574, 0.10156561434268951]",A symbol or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.2634787857532501, 0.0751386433839798, 0.2779003977775574, 0.10156561434268951]"
"[0.1707478165626526, 0.03667132183909416, 0.1850884109735489, 0.05937459319829941]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.1707478165626526, 0.03667132183909416, 0.1850884109735489, 0.05937459319829941]"
"[0.7861716747283936, 8.539884584024549e-05, 0.8021065592765808, 0.027188705280423164]",A thumbs up symbol.,True,box_yolo_content_yolo,icon,"[0.7861716747283936, 8.539884584024549e-05, 0.8021065592765808, 0.027188705280423164]"
"[0.7259653806686401, 0.001396376988850534, 0.7409508228302002, 0.028557932004332542]",A low pixelated angle or element that appears to be centered or centered.,True,box_yolo_content_yolo,icon,"[0.7259653806686401, 0.001396376988850534, 0.7409508228302002, 0.028557932004332542]"
"[0.9757881164550781, 0.06979209929704666, 0.9960655570030212, 0.10329204797744751]",A bar with a blue dot in the middle.,True,box_yolo_content_yolo,icon,"[0.9757881164550781, 0.06979209929704666, 0.9960655570030212, 0.10329204797744751]"
"[0.9766005277633667, 0.033071309328079224, 0.9945692420005798, 0.0608912892639637]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9766005277633667, 0.033071309328079224, 0.9945692420005798, 0.0608912892639637]"
"[0.7667636871337891, 0.001253891852684319, 0.7813318967819214, 0.02686781994998455]",A horizontal line or horizontal line.,True,box_yolo_content_yolo,icon,"[0.7667636871337891, 0.001253891852684319, 0.7813318967819214, 0.02686781994998455]"
"[0.0, 0.06697969883680344, 0.005241438280791044, 0.1071028783917427]",unanswerable,True,box_yolo_content_yolo,icon,"[0.0, 0.06697969883680344, 0.005241438280791044, 0.1071028783917427]"
"[0.7460309267044067, 0.0008913813508115709, 0.7622085213661194, 0.02817479707300663]",A low profile or email icon.,True,box_yolo_content_yolo,icon,"[0.7460309267044067, 0.0008913813508115709, 0.7622085213661194, 0.02817479707300663]"
"[0.0, 0.029520433396100998, 0.006922370288521051, 0.06590902805328369]",unanswerable,True,box_yolo_content_yolo,icon,"[0.0, 0.029520433396100998, 0.006922370288521051, 0.06590902805328369]"
"[0.9943573474884033, 0.031107183545827866, 0.9998825192451477, 0.06311460584402084]",unanswerable,True,box_yolo_content_yolo,icon,"[0.9943573474884033, 0.031107183545827866, 0.9998825192451477, 0.06311460584402084]"
