bbox,content,interactivity,source,type,bbox_parsed
"[0.08015046268701553, 0.006714413408190012, 0.10734953731298447, 0.024619515985250473]",File,False,box_ocr_content_ocr,text,"[0.08015046268701553, 0.006714413408190012, 0.10734953731298447, 0.024619515985250473]"
"[0.2552083432674408, 0.006714413408190012, 0.28761574625968933, 0.024619515985250473]",Window,False,box_ocr_content_ocr,text,"[0.2552083432674408, 0.006714413408190012, 0.28761574625968933, 0.024619515985250473]"
"[0.05324074253439903, 0.03625783324241638, 0.1354166716337204, 0.060877349227666855]",Dynamic Online Form,False,box_ocr_content_ocr,text,"[0.05324074253439903, 0.03625783324241638, 0.1354166716337204, 0.060877349227666855]"
"[0.18865740299224854, 0.03625783324241638, 0.20196759700775146, 0.05774395540356636]",+,False,box_ocr_content_ocr,text,"[0.18865740299224854, 0.03625783324241638, 0.20196759700775146, 0.05774395540356636]"
"[0.8249421119689941, 0.052820052951574326, 0.8573495149612427, 0.07072515785694122]",OpenAl:,False,box_ocr_content_ocr,text,"[0.8249421119689941, 0.052820052951574326, 0.8573495149612427, 0.07072515785694122]"
"[0.8223379850387573, 0.06222023442387581, 0.8767361044883728, 0.089077889919281]",LETS GOOOO,False,box_ocr_content_ocr,text,"[0.8223379850387573, 0.06222023442387581, 0.8767361044883728, 0.089077889919281]"
"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]", localhost:3000,False,box_ocr_content_ocr,text,"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]"
"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]"
"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]"
"[0.6376601457595825, 0.18712778389453888, 0.7094595432281494, 0.2193562537431717]",Submit ,True,box_yolo_content_ocr,icon,"[0.6376601457595825, 0.18712778389453888, 0.7094595432281494, 0.2193562537431717]"
