bbox,content,interactivity,source,type,bbox_parsed
"[0.08015046268701553, 0.006714413408190012, 0.10734953731298447, 0.024619515985250473]",File,False,box_ocr_content_ocr,text,"[0.08015046268701553, 0.006714413408190012, 0.10734953731298447, 0.024619515985250473]"
"[0.2552083432674408, 0.006714413408190012, 0.28761574625968933, 0.024619515985250473]",Window,False,box_ocr_content_ocr,text,"[0.2552083432674408, 0.006714413408190012, 0.28761574625968933, 0.024619515985250473]"
"[0.29484954476356506, 0.006714413408190012, 0.31568285822868347, 0.024619515985250473]",Help,False,box_ocr_content_ocr,text,"[0.29484954476356506, 0.006714413408190012, 0.31568285822868347, 0.024619515985250473]"
"[0.05324074253439903, 0.03625783324241638, 0.1354166716337204, 0.060877349227666855]",Dynamic Online Form,False,box_ocr_content_ocr,text,"[0.05324074253439903, 0.03625783324241638, 0.1354166716337204, 0.060877349227666855]"
"[0.18865740299224854, 0.03625783324241638, 0.20196759700775146, 0.05774395540356636]",+,False,box_ocr_content_ocr,text,"[0.18865740299224854, 0.03625783324241638, 0.20196759700775146, 0.05774395540356636]"
"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]", localhost:3000,False,box_ocr_content_ocr,text,"[0.47077545523643494, 0.0774395689368248, 0.5292245149612427, 0.10026858001947403]"
"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13831691443920135, 0.49074074625968933, 0.16114592552185059]"
"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.17054609954357147, 0.3368055522441864, 0.1991942673921585]"
"[0.6376374363899231, 0.18713411688804626, 0.7094622254371643, 0.219344362616539]",Submit ,True,box_yolo_content_ocr,icon,"[0.6376374363899231, 0.18713411688804626, 0.7094622254371643, 0.219344362616539]"
"[0.6702126860618591, 0.13314533233642578, 0.7092019319534302, 0.1642264872789383]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6702126860618591, 0.13314533233642578, 0.7092019319534302, 0.1642264872789383]"
