bbox,content,interactivity,source,type,bbox_parsed
"[0.47019675374031067, 0.07385855168104172, 0.5286458134651184, 0.10250671207904816]", localhost:3000,False,box_ocr_content_ocr,text,"[0.47019675374031067, 0.07385855168104172, 0.5286458134651184, 0.10250671207904816]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.2899305522441864, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.2899305522441864, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.37905094027519226, 0.458818256855011, 0.484375, 0.48030439019203186]",A message from localhost,False,box_ocr_content_ocr,text,"[0.37905094027519226, 0.458818256855011, 0.484375, 0.48030439019203186]"
"[0.37818285822868347, 0.5031334161758423, 0.46672454476356506, 0.5246195197105408]",Submitted successfully!,False,box_ocr_content_ocr,text,"[0.37818285822868347, 0.5031334161758423, 0.46672454476356506, 0.5246195197105408]"
"[0.28889408707618713, 0.19523732364177704, 0.5006574988365173, 0.23167169094085693]", John Doe ,True,box_yolo_content_ocr,icon,"[0.28889408707618713, 0.19523732364177704, 0.5006574988365173, 0.23167169094085693]"
"[0.637339174747467, 0.36575815081596375, 0.7092949748039246, 0.39706680178642273]",Submit ,True,box_yolo_content_ocr,icon,"[0.637339174747467, 0.36575815081596375, 0.7092949748039246, 0.39706680178642273]"
"[0.28827622532844543, 0.32252076268196106, 0.5011211633682251, 0.3582296371459961]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.28827622532844543, 0.32252076268196106, 0.5011211633682251, 0.3582296371459961]"
"[0.28840047121047974, 0.25914427638053894, 0.5004596710205078, 0.2938828766345978]", Jane Doe ,True,box_yolo_content_ocr,icon,"[0.28840047121047974, 0.25914427638053894, 0.5004596710205078, 0.2938828766345978]"
"[0.0, 0.028327014297246933, 0.14061227440834045, 0.06391386687755585]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.028327014297246933, 0.14061227440834045, 0.06391386687755585]"
"[0.13905303180217743, 0.02877802401781082, 0.259260892868042, 0.06257402151823044]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.13905303180217743, 0.02877802401781082, 0.259260892868042, 0.06257402151823044]"
"[0.5004639029502869, 0.5451086163520813, 0.6226061582565308, 0.5730381608009338]",OK ,True,box_yolo_content_ocr,icon,"[0.5004639029502869, 0.5451086163520813, 0.6226061582565308, 0.5730381608009338]"
"[0.6706460118293762, 0.13256147503852844, 0.7087748646736145, 0.16313448548316956]",Shuffle ) ,True,box_yolo_content_ocr,icon,"[0.6706460118293762, 0.13256147503852844, 0.7087748646736145, 0.16313448548316956]"
"[0.040711309760808945, 0.06759151071310043, 0.05862586572766304, 0.10467956215143204]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.040711309760808945, 0.06759151071310043, 0.05862586572766304, 0.10467956215143204]"
"[0.006576332729309797, 0.06799767911434174, 0.024244630709290504, 0.10364662110805511]",back arrow,True,box_yolo_content_yolo,icon,"[0.006576332729309797, 0.06799767911434174, 0.024244630709290504, 0.10364662110805511]"
"[0.7215123772621155, 0.07307635992765427, 0.7371500730514526, 0.10185093432664871]",A circle or circle with a cursor pointing to the right.,True,box_yolo_content_yolo,icon,"[0.7215123772621155, 0.07307635992765427, 0.7371500730514526, 0.10185093432664871]"
"[0.02421814575791359, 0.06728548556566238, 0.04035358875989914, 0.10433787852525711]",A simple line or arrow.,True,box_yolo_content_yolo,icon,"[0.02421814575791359, 0.06728548556566238, 0.04035358875989914, 0.10433787852525711]"
"[0.9778650999069214, 0.030616702511906624, 0.9930208921432495, 0.06363719701766968]",A low angle or low angle sensor.,True,box_yolo_content_yolo,icon,"[0.9778650999069214, 0.030616702511906624, 0.9930208921432495, 0.06363719701766968]"
"[0.26036062836647034, 0.034867286682128906, 0.2748993933200836, 0.06093662977218628]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.26036062836647034, 0.034867286682128906, 0.2748993933200836, 0.06093662977218628]"
"[0.9769619107246399, 0.0651974156498909, 0.9968369007110596, 0.10780365765094757]",A stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9769619107246399, 0.0651974156498909, 0.9968369007110596, 0.10780365765094757]"
"[0.28141123056411743, 0.03484980762004852, 0.2939521074295044, 0.06309188902378082]",A simple option to add or add a new item.,True,box_yolo_content_yolo,icon,"[0.28141123056411743, 0.03484980762004852, 0.2939521074295044, 0.06309188902378082]"
"[0.26218101382255554, 0.07191915065050125, 0.2788499891757965, 0.10261256247758865]",A symbol or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.26218101382255554, 0.07191915065050125, 0.2788499891757965, 0.10261256247758865]"
