bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.6372378468513489, 0.36562803387641907, 0.7093913555145264, 0.3970518112182617]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372378468513489, 0.36562803387641907, 0.7093913555145264, 0.3970518112182617]"
"[0.2883058786392212, 0.2588278353214264, 0.5009673833847046, 0.2938459813594818]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2883058786392212, 0.2588278353214264, 0.5009673833847046, 0.2938459813594818]"
"[0.0, 0.028403405100107193, 0.1401575803756714, 0.06399378180503845]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.028403405100107193, 0.1401575803756714, 0.06399378180503845]"
"[0.28936874866485596, 0.3225233554840088, 0.5001289248466492, 0.3579055666923523]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.28936874866485596, 0.3225233554840088, 0.5001289248466492, 0.3579055666923523]"
"[0.13842670619487762, 0.028420543298125267, 0.25988999009132385, 0.06275496631860733]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.13842670619487762, 0.028420543298125267, 0.25988999009132385, 0.06275496631860733]"
"[0.6703747510910034, 0.1325087994337082, 0.7090418934822083, 0.16328158974647522]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703747510910034, 0.1325087994337082, 0.7090418934822083, 0.16328158974647522]"
"[0.7212321758270264, 0.07271087914705276, 0.7370341420173645, 0.10235602408647537]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212321758270264, 0.07271087914705276, 0.7370341420173645, 0.10235602408647537]"
"[0.006610559765249491, 0.06701479107141495, 0.024168670177459717, 0.10468872636556625]",back arrow,True,box_yolo_content_yolo,icon,"[0.006610559765249491, 0.06701479107141495, 0.024168670177459717, 0.10468872636556625]"
"[0.04111278057098389, 0.06657695770263672, 0.05820588767528534, 0.1058189645409584]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04111278057098389, 0.06657695770263672, 0.05820588767528534, 0.1058189645409584]"
"[0.295971155166626, 0.20146624743938446, 0.30633866786956787, 0.22533436119556427]",A black rectangle shape.,True,box_yolo_content_yolo,icon,"[0.295971155166626, 0.20146624743938446, 0.30633866786956787, 0.22533436119556427]"
"[0.9779324531555176, 0.03097698464989662, 0.9931430220603943, 0.06340531259775162]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779324531555176, 0.03097698464989662, 0.9931430220603943, 0.06340531259775162]"
"[0.023872433230280876, 0.06580770015716553, 0.040111955255270004, 0.10554475337266922]",A simple arrow or orientation.,True,box_yolo_content_yolo,icon,"[0.023872433230280876, 0.06580770015716553, 0.040111955255270004, 0.10554475337266922]"
"[0.26049795746803284, 0.0334954634308815, 0.2750011682510376, 0.06111696735024452]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.26049795746803284, 0.0334954634308815, 0.2750011682510376, 0.06111696735024452]"
"[0.9773414731025696, 0.06618710607290268, 0.996494710445404, 0.10779642313718796]",A bar with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9773414731025696, 0.06618710607290268, 0.996494710445404, 0.10779642313718796]"
"[0.28012898564338684, 0.02997438795864582, 0.29511091113090515, 0.06456885486841202]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.28012898564338684, 0.02997438795864582, 0.29511091113090515, 0.06456885486841202]"
"[0.26128631830215454, 0.06928158551454544, 0.2791006565093994, 0.10400038957595825]",A symbol or symbol related to attention or attention.,True,box_yolo_content_yolo,icon,"[0.26128631830215454, 0.06928158551454544, 0.2791006565093994, 0.10400038957595825]"
"[1.678988519415725e-05, 0.06693019717931747, 0.004993417765945196, 0.104486845433712]",unanswerable,True,box_yolo_content_yolo,icon,"[1.678988519415725e-05, 0.06693019717931747, 0.004993417765945196, 0.104486845433712]"
