bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.6372309327125549, 0.36562541127204895, 0.7093929648399353, 0.3970637917518616]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372309327125549, 0.36562541127204895, 0.7093929648399353, 0.3970637917518616]"
"[0.0, 0.028404127806425095, 0.14016544818878174, 0.06399146467447281]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.028404127806425095, 0.14016544818878174, 0.06399146467447281]"
"[0.288325697183609, 0.2588810622692108, 0.5009610056877136, 0.2938139736652374]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.288325697183609, 0.2588810622692108, 0.5009610056877136, 0.2938139736652374]"
"[0.28940635919570923, 0.32259124517440796, 0.5000672936439514, 0.3578433394432068]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.28940635919570923, 0.32259124517440796, 0.5000672936439514, 0.3578433394432068]"
"[0.1383819878101349, 0.02840101160109043, 0.2598280906677246, 0.06275618821382523]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.1383819878101349, 0.02840101160109043, 0.2598280906677246, 0.06275618821382523]"
"[0.6703701019287109, 0.13251347839832306, 0.709046483039856, 0.16328833997249603]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703701019287109, 0.13251347839832306, 0.709046483039856, 0.16328833997249603]"
"[0.298932284116745, 0.2038194239139557, 0.3119095265865326, 0.22327691316604614]",ts ,True,box_yolo_content_ocr,icon,"[0.298932284116745, 0.2038194239139557, 0.3119095265865326, 0.22327691316604614]"
"[0.721221387386322, 0.07270693778991699, 0.7370541095733643, 0.10238352417945862]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.721221387386322, 0.07270693778991699, 0.7370541095733643, 0.10238352417945862]"
"[0.0065902587957680225, 0.06686349958181381, 0.02417754754424095, 0.10477926582098007]",back arrow,True,box_yolo_content_yolo,icon,"[0.0065902587957680225, 0.06686349958181381, 0.02417754754424095, 0.10477926582098007]"
"[0.04089531674981117, 0.06588514149188995, 0.05808872729539871, 0.1065385714173317]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04089531674981117, 0.06588514149188995, 0.05808872729539871, 0.1065385714173317]"
"[0.977940022945404, 0.030943110585212708, 0.9931467771530151, 0.06340451538562775]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.977940022945404, 0.030943110585212708, 0.9931467771530151, 0.06340451538562775]"
"[0.023850712925195694, 0.06574895232915878, 0.040177006274461746, 0.10558407008647919]",A straight line or arrow.,True,box_yolo_content_yolo,icon,"[0.023850712925195694, 0.06574895232915878, 0.040177006274461746, 0.10558407008647919]"
"[0.26052334904670715, 0.03338417410850525, 0.27496784925460815, 0.06109631434082985]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.26052334904670715, 0.03338417410850525, 0.27496784925460815, 0.06109631434082985]"
"[0.9772880673408508, 0.06596264243125916, 0.9965648651123047, 0.10782492905855179]",A bar with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9772880673408508, 0.06596264243125916, 0.9965648651123047, 0.10782492905855179]"
"[0.2801685035228729, 0.030081026256084442, 0.29510706663131714, 0.06451157480478287]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.2801685035228729, 0.030081026256084442, 0.29510706663131714, 0.06451157480478287]"
"[0.2611881196498871, 0.06919816881418228, 0.27925345301628113, 0.10410818457603455]",A symbol or logo that represents the element or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.2611881196498871, 0.06919816881418228, 0.27925345301628113, 0.10410818457603455]"
"[1.971200072148349e-05, 0.0668601244688034, 0.004991748370230198, 0.10454504936933517]",unanswerable,True,box_yolo_content_yolo,icon,"[1.971200072148349e-05, 0.0668601244688034, 0.004991748370230198, 0.10454504936933517]"
