bbox,content,interactivity,source,type,bbox_parsed
"[0.7199074029922485, 0.03446732461452484, 0.7375578880310059, 0.05774395540356636]",+,False,box_ocr_content_ocr,text,"[0.7199074029922485, 0.03446732461452484, 0.7375578880310059, 0.05774395540356636]"
"[0.23032407462596893, 0.06893464922904968, 0.25636574625968933, 0.08728737384080887]",8x,False,box_ocr_content_ocr,text,"[0.23032407462596893, 0.06893464922904968, 0.25636574625968933, 0.08728737384080887]"
"[0.9155092835426331, 0.07878245413303375, 0.9719328880310059, 0.09713518619537354]",localhost:3000,False,box_ocr_content_ocr,text,"[0.9155092835426331, 0.07878245413303375, 0.9719328880310059, 0.09713518619537354]"
"[0.734375, 0.13473589718341827, 0.9363425970077515, 0.16293643414974213]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.734375, 0.13473589718341827, 0.9363425970077515, 0.16293643414974213]"
"[0.7332175970077515, 0.17412713170051575, 0.8521412014961243, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.7332175970077515, 0.17412713170051575, 0.8521412014961243, 0.19740375876426697]"
"[0.27199074625968933, 0.1875559538602829, 0.33217594027519226, 0.2054610550403595]", Run the script:,False,box_ocr_content_ocr,text,"[0.27199074625968933, 0.1875559538602829, 0.33217594027519226, 0.2054610550403595]"
"[0.7329282164573669, 0.23321396112442017, 0.7818287014961243, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.7329282164573669, 0.23321396112442017, 0.7818287014961243, 0.2618621289730072]"
"[0.2708333432674408, 0.26991942524909973, 0.30410879850387573, 0.2878245413303375]",Artifacts:,False,box_ocr_content_ocr,text,"[0.2708333432674408, 0.26991942524909973, 0.30410879850387573, 0.2878245413303375]"
"[0.7332175970077515, 0.3008057177066803, 0.8041087985038757, 0.3240823745727539]", Phone Number,False,box_ocr_content_ocr,text,"[0.7332175970077515, 0.3008057177066803, 0.8041087985038757, 0.3240823745727539]"
"[0.27719905972480774, 0.30752015113830566, 0.39785879850387573, 0.3325873017311096]",5_08_22_215147/ raw_image. png,False,box_ocr_content_ocr,text,"[0.27719905972480774, 0.30752015113830566, 0.39785879850387573, 0.3325873017311096]"
"[0.7364004850387573, 0.3307967782020569, 0.7948495149612427, 0.3536257743835449]",(555) 555-1234,False,box_ocr_content_ocr,text,"[0.7364004850387573, 0.3307967782020569, 0.7948495149612427, 0.3536257743835449]"
"[0.27719905972480774, 0.3487018942832947, 0.39785879850387573, 0.37332138419151306]",5_08_22_215147/parsed_annota,False,box_ocr_content_ocr,text,"[0.27719905972480774, 0.3487018942832947, 0.39785879850387573, 0.37332138419151306]"
"[0.27922454476356506, 0.37018799781799316, 0.31134259700775146, 0.38809311389923096]",ted. png,False,box_ocr_content_ocr,text,"[0.27922454476356506, 0.37018799781799316, 0.31134259700775146, 0.38809311389923096]"
"[0.2708333432674408, 0.3898836076259613, 0.39901620149612427, 0.4113697409629822]",: Local_store/Local/iphone_202,False,box_ocr_content_ocr,text,"[0.2708333432674408, 0.3898836076259613, 0.39901620149612427, 0.4113697409629822]"
"[0.26967594027519226, 0.43240824341773987, 0.35214120149612427, 0.45389434695243835]",Optional fetch via API:,False,box_ocr_content_ocr,text,"[0.26967594027519226, 0.43240824341773987, 0.35214120149612427, 0.45389434695243835]"
"[0.0011574074160307646, 0.5214861035346985, 0.23119212687015533, 0.5380483269691467]",duction deployment. Use a production WSgI server instead.,False,box_ocr_content_ocr,text,"[0.0011574074160307646, 0.5214861035346985, 0.23119212687015533, 0.5380483269691467]"
"[0.26967594027519226, 0.5214861035346985, 0.3072916567325592, 0.5393912196159363]",Summary:,False,box_ocr_content_ocr,text,"[0.26967594027519226, 0.5214861035346985, 0.3072916567325592, 0.5393912196159363]"
"[0.2708333432674408, 0.5429722666740417, 0.38136574625968933, 0.564010739326477]", Added app_local.py (local,False,box_ocr_content_ocr,text,"[0.2708333432674408, 0.5429722666740417, 0.38136574625968933, 0.564010739326477]"
