bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.28964120149612427, 0.23679499328136444, 0.33738425374031067, 0.26007163524627686]",Full Name,False,box_ocr_content_ocr,text,"[0.28964120149612427, 0.23679499328136444, 0.33738425374031067, 0.26007163524627686]"
"[0.28964120149612427, 0.30259624123573303, 0.359375, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28964120149612427, 0.30259624123573303, 0.359375, 0.32587286829948425]"
"[0.28672507405281067, 0.25732123851776123, 0.5019115805625916, 0.2961592674255371]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.28672507405281067, 0.25732123851776123, 0.5019115805625916, 0.2961592674255371]"
"[0.6372389197349548, 0.3656317889690399, 0.7093971371650696, 0.3970690965652466]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372389197349548, 0.3656317889690399, 0.7093971371650696, 0.3970690965652466]"
"[0.0, 0.02840512804687023, 0.14017437398433685, 0.06399361789226532]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.02840512804687023, 0.14017437398433685, 0.06399361789226532]"
"[0.28890928626060486, 0.322627454996109, 0.5002112984657288, 0.3578994870185852]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.28890928626060486, 0.322627454996109, 0.5002112984657288, 0.3578994870185852]"
"[0.13842280209064484, 0.028408633545041084, 0.2598550319671631, 0.06282249093055725]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.13842280209064484, 0.028408633545041084, 0.2598550319671631, 0.06282249093055725]"
"[0.670359194278717, 0.13251526653766632, 0.7090515494346619, 0.16331161558628082]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.670359194278717, 0.13251526653766632, 0.7090515494346619, 0.16331161558628082]"
"[0.7212443947792053, 0.0727909728884697, 0.7370387315750122, 0.10238923877477646]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212443947792053, 0.0727909728884697, 0.7370387315750122, 0.10238923877477646]"
"[0.006589286495000124, 0.06658516079187393, 0.024194447323679924, 0.10492505133152008]",back arrow,True,box_yolo_content_yolo,icon,"[0.006589286495000124, 0.06658516079187393, 0.024194447323679924, 0.10492505133152008]"
"[0.04109692573547363, 0.06639894098043442, 0.05823957920074463, 0.1059451699256897]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04109692573547363, 0.06639894098043442, 0.05823957920074463, 0.1059451699256897]"
"[0.9779348969459534, 0.031002745032310486, 0.9931997656822205, 0.06339140236377716]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779348969459534, 0.031002745032310486, 0.9931997656822205, 0.06339140236377716]"
"[0.02384459599852562, 0.0655800998210907, 0.040090177208185196, 0.10571854561567307]",A simple arrow or orientation.,True,box_yolo_content_yolo,icon,"[0.02384459599852562, 0.0655800998210907, 0.040090177208185196, 0.10571854561567307]"
"[0.2604750394821167, 0.0335274375975132, 0.27498698234558105, 0.06113618239760399]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.2604750394821167, 0.0335274375975132, 0.27498698234558105, 0.06113618239760399]"
"[0.9772934913635254, 0.06589395552873611, 0.996701180934906, 0.10791630297899246]",A single stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9772934913635254, 0.06589395552873611, 0.996701180934906, 0.10791630297899246]"
"[0.296473890542984, 0.20141255855560303, 0.3071388304233551, 0.2253427952528]",unanswerable,True,box_yolo_content_yolo,icon,"[0.296473890542984, 0.20141255855560303, 0.3071388304233551, 0.2253427952528]"
"[0.28018441796302795, 0.030043253675103188, 0.29512354731559753, 0.06460960954427719]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.28018441796302795, 0.030043253675103188, 0.29512354731559753, 0.06460960954427719]"
"[0.2612846791744232, 0.06940022855997086, 0.27920910716056824, 0.1040058359503746]",A symbol or logo that represents the element or symbolize balance.,True,box_yolo_content_yolo,icon,"[0.2612846791744232, 0.06940022855997086, 0.27920910716056824, 0.1040058359503746]"
"[2.8114765882492065e-05, 0.06685467809438705, 0.0049870871007442474, 0.1045461893081665]",unanswerable,True,box_yolo_content_yolo,icon,"[2.8114765882492065e-05, 0.06685467809438705, 0.0049870871007442474, 0.1045461893081665]"
