bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.2916666567325592, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]",(555) 555-1234,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]"
"[0.2886876165866852, 0.1950206309556961, 0.5008401870727539, 0.2318100780248642]", John Doe ,True,box_yolo_content_ocr,icon,"[0.2886876165866852, 0.1950206309556961, 0.5008401870727539, 0.2318100780248642]"
"[0.6371977925300598, 0.3656294047832489, 0.7094113230705261, 0.3970962464809418]",Submit ,True,box_yolo_content_ocr,icon,"[0.6371977925300598, 0.3656294047832489, 0.7094113230705261, 0.3970962464809418]"
"[0.0, 0.02836601994931698, 0.14058949053287506, 0.06396583467721939]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.02836601994931698, 0.14058949053287506, 0.06396583467721939]"
"[0.28841957449913025, 0.25907251238822937, 0.5007830262184143, 0.29382598400115967]", Jane Doe ,True,box_yolo_content_ocr,icon,"[0.28841957449913025, 0.25907251238822937, 0.5007830262184143, 0.29382598400115967]"
"[0.138337641954422, 0.02838582545518875, 0.2599189281463623, 0.06280166655778885]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.138337641954422, 0.02838582545518875, 0.2599189281463623, 0.06280166655778885]"
"[0.6703860759735107, 0.13250218331813812, 0.7090781331062317, 0.16332638263702393]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703860759735107, 0.13250218331813812, 0.7090781331062317, 0.16332638263702393]"
"[0.7211442589759827, 0.0725693553686142, 0.7371230125427246, 0.10258860141038895]",A symbol or icon indicating a circle or circle shape.,True,box_yolo_content_yolo,icon,"[0.7211442589759827, 0.0725693553686142, 0.7371230125427246, 0.10258860141038895]"
"[0.040768273174762726, 0.06584140658378601, 0.05825454741716385, 0.1067453995347023]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.040768273174762726, 0.06584140658378601, 0.05825454741716385, 0.1067453995347023]"
"[0.006486067548394203, 0.06667590141296387, 0.02427167445421219, 0.10493510961532593]",back arrow,True,box_yolo_content_yolo,icon,"[0.006486067548394203, 0.06667590141296387, 0.02427167445421219, 0.10493510961532593]"
"[0.2603365182876587, 0.033739883452653885, 0.2749725580215454, 0.06111261993646622]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.2603365182876587, 0.033739883452653885, 0.2749725580215454, 0.06111261993646622]"
"[0.023830769583582878, 0.06565703451633453, 0.04030032455921173, 0.10571640729904175]",A simple arrow or orientation.,True,box_yolo_content_yolo,icon,"[0.023830769583582878, 0.06565703451633453, 0.04030032455921173, 0.10571640729904175]"
"[0.9779356718063354, 0.03062991239130497, 0.9933062195777893, 0.06351271271705627]",A simple simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779356718063354, 0.03062991239130497, 0.9933062195777893, 0.06351271271705627]"
"[0.9770933985710144, 0.06538113206624985, 0.9970839023590088, 0.1078670546412468]",A stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9770933985710144, 0.06538113206624985, 0.9970839023590088, 0.1078670546412468]"
"[0.2801140248775482, 0.030338915064930916, 0.29525265097618103, 0.0646296888589859]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.2801140248775482, 0.030338915064930916, 0.29525265097618103, 0.0646296888589859]"
"[0.26110777258872986, 0.06928467005491257, 0.2796514928340912, 0.10408193618059158]",A symbol or symbol related to wheel or balance.,True,box_yolo_content_yolo,icon,"[0.26110777258872986, 0.06928467005491257, 0.2796514928340912, 0.10408193618059158]"
"[2.560466600698419e-05, 0.0667986124753952, 0.004993855021893978, 0.10468277335166931]",unanswerable,True,box_yolo_content_yolo,icon,"[2.560466600698419e-05, 0.0667986124753952, 0.004993855021893978, 0.10468277335166931]"
