bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.2881844937801361, 0.19353091716766357, 0.5018778443336487, 0.23374271392822266]",John Doe ,True,box_yolo_content_ocr,icon,"[0.2881844937801361, 0.19353091716766357, 0.5018778443336487, 0.23374271392822266]"
"[0.6372304558753967, 0.36562663316726685, 0.7093937397003174, 0.3970620334148407]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372304558753967, 0.36562663316726685, 0.7093937397003174, 0.3970620334148407]"
"[0.0, 0.028399672359228134, 0.1401638388633728, 0.06399869918823242]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.028399672359228134, 0.1401638388633728, 0.06399869918823242]"
"[0.2882626950740814, 0.2589240074157715, 0.5009717345237732, 0.29381832480430603]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2882626950740814, 0.2589240074157715, 0.5009717345237732, 0.29381832480430603]"
"[0.2893926799297333, 0.32255443930625916, 0.5000995993614197, 0.3578578531742096]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.2893926799297333, 0.32255443930625916, 0.5000995993614197, 0.3578578531742096]"
"[0.1383972316980362, 0.028409622609615326, 0.25987541675567627, 0.06283008307218552]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.1383972316980362, 0.028409622609615326, 0.25987541675567627, 0.06283008307218552]"
"[0.6703758239746094, 0.13250795006752014, 0.7090467810630798, 0.1632949858903885]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703758239746094, 0.13250795006752014, 0.7090467810630798, 0.1632949858903885]"
"[0.7212399244308472, 0.07271964848041534, 0.7370395064353943, 0.1023796871304512]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212399244308472, 0.07271964848041534, 0.7370395064353943, 0.1023796871304512]"
"[0.00657995231449604, 0.06684336066246033, 0.024203769862651825, 0.104790598154068]",back arrow,True,box_yolo_content_yolo,icon,"[0.00657995231449604, 0.06684336066246033, 0.024203769862651825, 0.104790598154068]"
"[0.040891680866479874, 0.06578173488378525, 0.05807012692093849, 0.10660809278488159]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.040891680866479874, 0.06578173488378525, 0.05807012692093849, 0.10660809278488159]"
"[0.9779186248779297, 0.030938947573304176, 0.9931986331939697, 0.0634084939956665]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779186248779297, 0.030938947573304176, 0.9931986331939697, 0.0634084939956665]"
"[0.023853616788983345, 0.06572435051202774, 0.040161505341529846, 0.10562783479690552]",A straight line or arrow.,True,box_yolo_content_yolo,icon,"[0.023853616788983345, 0.06572435051202774, 0.040161505341529846, 0.10562783479690552]"
"[0.260459840297699, 0.033483196049928665, 0.275033563375473, 0.061205968260765076]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.260459840297699, 0.033483196049928665, 0.275033563375473, 0.061205968260765076]"
"[0.9772825837135315, 0.06591210514307022, 0.9966295957565308, 0.10788066685199738]",A single stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9772825837135315, 0.06591210514307022, 0.9966295957565308, 0.10788066685199738]"
"[0.2801395058631897, 0.03005634807050228, 0.2951149642467499, 0.06456146389245987]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.2801395058631897, 0.03005634807050228, 0.2951149642467499, 0.06456146389245987]"
"[0.2612626552581787, 0.06929197162389755, 0.27917590737342834, 0.10407070815563202]",A symbol or logo that represents the element or symbol.,True,box_yolo_content_yolo,icon,"[0.2612626552581787, 0.06929197162389755, 0.27917590737342834, 0.10407070815563202]"
"[2.0272285837563686e-05, 0.06690213084220886, 0.004991799592971802, 0.10452112555503845]",unanswerable,True,box_yolo_content_yolo,icon,"[2.0272285837563686e-05, 0.06690213084220886, 0.004991799592971802, 0.10452112555503845]"
