bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.28964120149612427, 0.23679499328136444, 0.33738425374031067, 0.26007163524627686]",Full Name,False,box_ocr_content_ocr,text,"[0.28964120149612427, 0.23679499328136444, 0.33738425374031067, 0.26007163524627686]"
"[0.28964120149612427, 0.30259624123573303, 0.359375, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28964120149612427, 0.30259624123573303, 0.359375, 0.32587286829948425]"
"[0.29282405972480774, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]",(555) 555-1234,False,box_ocr_content_ocr,text,"[0.29282405972480774, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]"
"[0.6372383832931519, 0.3656317889690399, 0.7093945741653442, 0.3970698416233063]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372383832931519, 0.3656317889690399, 0.7093945741653442, 0.3970698416233063]"
"[0.2866930067539215, 0.25728514790534973, 0.5019105076789856, 0.2961767315864563]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2866930067539215, 0.25728514790534973, 0.5019105076789856, 0.2961767315864563]"
"[0.0, 0.02840733714401722, 0.14017045497894287, 0.06398005783557892]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.02840733714401722, 0.14017045497894287, 0.06398005783557892]"
"[0.13837674260139465, 0.028398236259818077, 0.2597954571247101, 0.06285000592470169]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.13837674260139465, 0.028398236259818077, 0.2597954571247101, 0.06285000592470169]"
"[0.6703583002090454, 0.13251636922359467, 0.7090502381324768, 0.16331054270267487]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703583002090454, 0.13251636922359467, 0.7090502381324768, 0.16331054270267487]"
"[0.28803086280822754, 0.1952010989189148, 0.5009938478469849, 0.2320457398891449]",A line or column.,True,box_yolo_content_yolo,icon,"[0.28803086280822754, 0.1952010989189148, 0.5009938478469849, 0.2320457398891449]"
"[0.7212426066398621, 0.07279064506292343, 0.737040102481842, 0.10239209234714508]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212426066398621, 0.07279064506292343, 0.737040102481842, 0.10239209234714508]"
"[0.006600021850317717, 0.06651145964860916, 0.02417038194835186, 0.10496795177459717]",back arrow,True,box_yolo_content_yolo,icon,"[0.006600021850317717, 0.06651145964860916, 0.02417038194835186, 0.10496795177459717]"
"[0.040907151997089386, 0.06570970267057419, 0.05805327370762825, 0.10664653778076172]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.040907151997089386, 0.06570970267057419, 0.05805327370762825, 0.10664653778076172]"
"[0.9779472351074219, 0.030980844050645828, 0.9931480884552002, 0.06334580481052399]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779472351074219, 0.030980844050645828, 0.9931480884552002, 0.06334580481052399]"
"[0.023852284997701645, 0.06551454961299896, 0.04008534178137779, 0.10574712604284286]",A simple arrow or orientation.,True,box_yolo_content_yolo,icon,"[0.023852284997701645, 0.06551454961299896, 0.04008534178137779, 0.10574712604284286]"
"[0.2604883015155792, 0.03341849148273468, 0.2749754786491394, 0.06118055060505867]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.2604883015155792, 0.03341849148273468, 0.2749754786491394, 0.06118055060505867]"
"[0.9772955775260925, 0.06582524627447128, 0.9966208338737488, 0.10790594667196274]",A single stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9772955775260925, 0.06582524627447128, 0.9966208338737488, 0.10790594667196274]"
"[0.2801678478717804, 0.029989682137966156, 0.29510998725891113, 0.0646139532327652]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.2801678478717804, 0.029989682137966156, 0.29510998725891113, 0.0646139532327652]"
"[0.2611786127090454, 0.06916091591119766, 0.2793031930923462, 0.10419241338968277]",A symbol or logo that represents the element or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.2611786127090454, 0.06916091591119766, 0.2793031930923462, 0.10419241338968277]"
"[3.0515344406012446e-05, 0.06681893020868301, 0.004988628905266523, 0.10456341505050659]",unanswerable,True,box_yolo_content_yolo,icon,"[3.0515344406012446e-05, 0.06681893020868301, 0.004988628905266523, 0.10456341505050659]"
