bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.032676812261343, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40827545523643494, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.2916666567325592, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]",(555) 555-1234,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.3307967782020569, 0.35011574625968933, 0.3536257743835449]"
"[0.6371496915817261, 0.3656312823295593, 0.7094213962554932, 0.397131085395813]",Submit ,True,box_yolo_content_ocr,icon,"[0.6371496915817261, 0.3656312823295593, 0.7094213962554932, 0.397131085395813]"
"[0.2884068191051483, 0.25902047753334045, 0.5008431673049927, 0.29386767745018005]", Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2884068191051483, 0.25902047753334045, 0.5008431673049927, 0.29386767745018005]"
"[0.0016387463547289371, 0.028814297169446945, 0.14061684906482697, 0.06287429481744766]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0016387463547289371, 0.028814297169446945, 0.14061684906482697, 0.06287429481744766]"
"[0.6703757047653198, 0.1324068158864975, 0.7088930606842041, 0.16347526013851166]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703757047653198, 0.1324068158864975, 0.7088930606842041, 0.16347526013851166]"
"[0.1411510854959488, 0.02867128886282444, 0.2606022357940674, 0.06238701939582825]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.1411510854959488, 0.02867128886282444, 0.2606022357940674, 0.06238701939582825]"
"[0.28826355934143066, 0.19512557983398438, 0.5008353590965271, 0.23202691972255707]",A line or column.,True,box_yolo_content_yolo,icon,"[0.28826355934143066, 0.19512557983398438, 0.5008353590965271, 0.23202691972255707]"
"[0.7212262749671936, 0.07296539098024368, 0.7370328307151794, 0.10231299698352814]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212262749671936, 0.07296539098024368, 0.7370328307151794, 0.10231299698352814]"
"[0.04075073450803757, 0.06692830473184586, 0.058402493596076965, 0.10587447881698608]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04075073450803757, 0.06692830473184586, 0.058402493596076965, 0.10587447881698608]"
"[0.006495254579931498, 0.06763248890638351, 0.024247782304883003, 0.10493332892656326]",back arrow,True,box_yolo_content_yolo,icon,"[0.006495254579931498, 0.06763248890638351, 0.024247782304883003, 0.10493332892656326]"
"[0.2604562044143677, 0.034699417650699615, 0.27484986186027527, 0.061071574687957764]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.2604562044143677, 0.034699417650699615, 0.27484986186027527, 0.061071574687957764]"
"[0.023849086835980415, 0.06798407435417175, 0.0400167778134346, 0.10543076694011688]",A simple arrow or arrow.,True,box_yolo_content_yolo,icon,"[0.023849086835980415, 0.06798407435417175, 0.0400167778134346, 0.10543076694011688]"
"[0.9778376817703247, 0.030549656599760056, 0.993431031703949, 0.06360112130641937]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9778376817703247, 0.030549656599760056, 0.993431031703949, 0.06360112130641937]"
"[0.9768308997154236, 0.06497650593519211, 0.9973299503326416, 0.10736924409866333]",A stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9768308997154236, 0.06497650593519211, 0.9973299503326416, 0.10736924409866333]"
"[0.26164600253105164, 0.07113636285066605, 0.2790253758430481, 0.10364562273025513]",A symbol or logo that represents the percentage or percentage of a person.,True,box_yolo_content_yolo,icon,"[0.26164600253105164, 0.07113636285066605, 0.2790253758430481, 0.10364562273025513]"
"[0.0, 0.06689813733100891, 0.005052995402365923, 0.10505640506744385]",unanswerable,True,box_yolo_content_yolo,icon,"[0.0, 0.06689813733100891, 0.005052995402365923, 0.10505640506744385]"
