bbox,content,interactivity,source,type,bbox_parsed
"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]",x+,False,box_ocr_content_ocr,text,"[0.26244214177131653, 0.03446732461452484, 0.29484954476356506, 0.059086840599775314]"
"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]", localhost:3000,False,box_ocr_content_ocr,text,"[0.46990740299224854, 0.07564906030893326, 0.5300925970077515, 0.09847806394100189]"
"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]",Dynamic Online Form Experiment,False,box_ocr_content_ocr,text,"[0.2916666567325592, 0.13652640581130981, 0.49074074625968933, 0.15935541689395905]"
"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]",Emergency Contact Name,False,box_ocr_content_ocr,text,"[0.29050925374031067, 0.17412713170051575, 0.40943285822868347, 0.19740375876426697]"
"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]",Full Name,False,box_ocr_content_ocr,text,"[0.2890625, 0.23321396112442017, 0.3368055522441864, 0.2618621289730072]"
"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]", Phone Number,False,box_ocr_content_ocr,text,"[0.28877314925193787, 0.29901522397994995, 0.35908564925193787, 0.32587286829948425]"
"[0.28817227482795715, 0.19353142380714417, 0.5018777251243591, 0.23374205827713013]",John Doe ,True,box_yolo_content_ocr,icon,"[0.28817227482795715, 0.19353142380714417, 0.5018777251243591, 0.23374205827713013]"
"[0.6372302770614624, 0.36562663316726685, 0.7093939185142517, 0.3970617949962616]",Submit ,True,box_yolo_content_ocr,icon,"[0.6372302770614624, 0.36562663316726685, 0.7093939185142517, 0.3970617949962616]"
"[0.0, 0.028400052338838577, 0.14016348123550415, 0.06399891525506973]", New Tab ,True,box_yolo_content_ocr,icon,"[0.0, 0.028400052338838577, 0.14016348123550415, 0.06399891525506973]"
"[0.2882634699344635, 0.25892317295074463, 0.5009718537330627, 0.29381781816482544]",Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2882634699344635, 0.25892317295074463, 0.5009718537330627, 0.29381781816482544]"
"[0.289394348859787, 0.3225572109222412, 0.5000989437103271, 0.35785651206970215]",(555) 555-1234 ,True,box_yolo_content_ocr,icon,"[0.289394348859787, 0.3225572109222412, 0.5000989437103271, 0.35785651206970215]"
"[0.13839775323867798, 0.02840975485742092, 0.25989052653312683, 0.06282839924097061]",Dynamic Online Form ,True,box_yolo_content_ocr,icon,"[0.13839775323867798, 0.02840975485742092, 0.25989052653312683, 0.06282839924097061]"
"[0.6703758239746094, 0.13250795006752014, 0.7090467810630798, 0.163295179605484]",Shuffle ,True,box_yolo_content_ocr,icon,"[0.6703758239746094, 0.13250795006752014, 0.7090467810630798, 0.163295179605484]"
"[0.7212385535240173, 0.07271970808506012, 0.7370402812957764, 0.10238104313611984]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7212385535240173, 0.07271970808506012, 0.7370402812957764, 0.10238104313611984]"
"[0.006578037515282631, 0.06684985011816025, 0.024205386638641357, 0.10478532314300537]",back arrow,True,box_yolo_content_yolo,icon,"[0.006578037515282631, 0.06684985011816025, 0.024205386638641357, 0.10478532314300537]"
"[0.04088951647281647, 0.06578712910413742, 0.058073535561561584, 0.10660653561353683]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04088951647281647, 0.06578712910413742, 0.058073535561561584, 0.10660653561353683]"
"[0.9779180884361267, 0.030940096825361252, 0.9931995868682861, 0.0634087398648262]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9779180884361267, 0.030940096825361252, 0.9931995868682861, 0.0634087398648262]"
"[0.023853370919823647, 0.06573080271482468, 0.04016496613621712, 0.10562311857938766]",A straight line or arrow.,True,box_yolo_content_yolo,icon,"[0.023853370919823647, 0.06573080271482468, 0.04016496613621712, 0.10562311857938766]"
"[0.26045694947242737, 0.03346752002835274, 0.27503591775894165, 0.06121554970741272]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.26045694947242737, 0.03346752002835274, 0.27503591775894165, 0.06121554970741272]"
"[0.9772815704345703, 0.06591571122407913, 0.9966322779655457, 0.10787582397460938]",A bar with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9772815704345703, 0.06591571122407913, 0.9966322779655457, 0.10787582397460938]"
"[0.2801339328289032, 0.030049797147512436, 0.2951183617115021, 0.06456297636032104]",A simple option to add or subtract a piece.,True,box_yolo_content_yolo,icon,"[0.2801339328289032, 0.030049797147512436, 0.2951183617115021, 0.06456297636032104]"
"[0.2612590193748474, 0.06929430365562439, 0.27918046712875366, 0.10406361520290375]",A symbol or logo that represents the element or symbol.,True,box_yolo_content_yolo,icon,"[0.2612590193748474, 0.06929430365562439, 0.27918046712875366, 0.10406361520290375]"
"[2.0002575183752924e-05, 0.06690002977848053, 0.004991496447473764, 0.10451970994472504]",unanswerable,True,box_yolo_content_yolo,icon,"[2.0002575183752924e-05, 0.06690002977848053, 0.004991496447473764, 0.10451970994472504]"
